u,i1,i2,hl,nl
0,,840.0,,
1,,2499.0,,
2,,6270.0,,
3,,7449.0,,
4,,5010.0,,
5,,6270.0,,
6,,840.0,,
7,,6270.0,,
8,,840.0,,
9,,840.0,,
10,,5319.0,,
11,,840.0,,
12,,6270.0,,
13,,840.0,,
14,,6270.0,,
15,,840.0,,
16,,3203.0,,
17,,1168.0,,
18,,840.0,,
19,,3203.0,,
20,,6335.0,,
21,,6270.0,,
22,,6270.0,,
23,,840.0,,
24,,5006.0,,
25,,332.0,,
26,,6270.0,,
27,,840.0,,
28,,840.0,,
29,,6270.0,,
30,,6270.0,,
31,,6270.0,,
32,,6906.0,,
33,,6270.0,,
34,,6270.0,,
35,,6270.0,,
36,,6270.0,,
37,,332.0,,
38,,6270.0,,
39,,5006.0,,
40,,6270.0,,
41,,7655.0,,
42,,840.0,,
43,,2683.0,,
44,,840.0,,
45,,6270.0,,
46,,7655.0,,
47,,5010.0,,
48,,6270.0,,
49,,840.0,,
50,,3203.0,,
51,,7655.0,,
52,,5006.0,,
53,,7655.0,,
54,,5010.0,,
55,,6335.0,,
56,,335.0,,
57,,840.0,,
58,,840.0,,
59,,6270.0,,
60,,6270.0,,
61,,5010.0,,
62,,5010.0,,
63,,5010.0,,
64,,2499.0,,
65,,7655.0,,
66,,6270.0,,
67,,5319.0,,
68,,2499.0,,
69,,800.0,,
70,,840.0,,
71,,800.0,,
72,,5010.0,,
73,,5006.0,,
74,,6270.0,,
75,,6906.0,,
76,,6270.0,,
77,,335.0,,
78,,3203.0,,
79,,6270.0,,
80,,3203.0,,
81,,840.0,,
82,,4253.0,,
83,,6270.0,,
84,,840.0,,
85,,7655.0,,
86,,840.0,,
87,,6270.0,,
88,,6270.0,,
89,,5006.0,,
90,,6270.0,,
91,,7655.0,,
92,,6270.0,,
93,,6270.0,,
94,,,,
95,,6906.0,,
96,,3203.0,,
97,,5180.0,,
98,,5319.0,,
99,,3203.0,,
100,,7557.0,,
101,,6906.0,,
102,,5010.0,,
103,,7470.0,,
104,,5319.0,,
105,,5319.0,,
