constraint
"(0, 5298, None, None)"
"(0, 6276, None, None)"
"(0, 3203, None, None)"
"(1, 2320, None, None)"
"(1, 5319, None, None)"
"(1, 1910, None, None)"
"(2, 4717, None, None)"
"(2, 5185, None, None)"
"(2, 1329, None, None)"
"(3, 7557, None, None)"
"(3, 4253, None, None)"
"(3, 1119, None, None)"
"(4, 6324, None, None)"
"(4, 1511, None, None)"
"(4, 3668, None, None)"
"(5, 4836, None, None)"
"(5, 5915, None, None)"
"(5, 5168, None, None)"
"(6, 4836, None, None)"
"(6, 4096, None, None)"
"(6, 1910, None, None)"
"(7, 7470, None, None)"
"(7, 5180, None, None)"
"(7, 4964, None, None)"
"(8, 7642, None, None)"
"(8, 1833, None, None)"
"(8, 1093, None, None)"
"(9, 7233, None, None)"
"(9, 2832, None, None)"
"(9, 4863, None, None)"
"(10, 4574, None, None)"
"(10, 2816, None, None)"
"(10, 332, None, None)"
"(11, 4253, None, None)"
"(11, 7470, None, None)"
"(11, 2856, None, None)"
"(12, 8021, None, None)"
"(12, 6270, None, None)"
"(12, 3217, None, None)"
"(13, 5966, None, None)"
"(13, 1511, None, None)"
"(13, 7946, None, None)"
"(14, 5966, None, None)"
"(14, 5825, None, None)"
"(14, 3723, None, None)"
"(15, 6276, None, None)"
"(15, 3217, None, None)"
"(15, 7470, None, None)"
"(16, 5915, None, None)"
"(16, 3203, None, None)"
"(16, 3668, None, None)"
"(17, 4253, None, None)"
"(17, 2148, None, None)"
"(17, 3440, None, None)"
"(18, 3723, None, None)"
"(18, 5168, None, None)"
"(18, 7470, None, None)"
"(19, 6276, None, None)"
"(19, 7233, None, None)"
"(19, 63, None, None)"
"(20, 2148, None, None)"
"(20, 7470, None, None)"
"(20, 7557, None, None)"
"(21, 2683, None, None)"
"(21, 7258, None, None)"
"(21, 7449, None, None)"
"(22, 4987, None, None)"
"(22, 4717, None, None)"
"(22, 4253, None, None)"
"(23, 1093, None, None)"
"(23, 5168, None, None)"
"(23, 840, None, None)"
"(24, 3723, None, None)"
"(24, 7470, None, None)"
"(24, 1833, None, None)"
"(25, 1257, None, None)"
"(25, 2320, None, None)"
"(25, 1511, None, None)"
"(26, 5695, None, None)"
"(26, 4253, None, None)"
"(26, 8021, None, None)"
"(27, 3184, None, None)"
"(27, 3484, None, None)"
"(27, 1388, None, None)"
"(28, 5298, None, None)"
"(28, 2499, None, None)"
"(28, 3502, None, None)"
"(29, 5006, None, None)"
"(29, 2148, None, None)"
"(29, 2832, None, None)"
"(30, 8021, None, None)"
"(30, 3440, None, None)"
"(30, 2816, None, None)"
"(31, 6270, None, None)"
"(31, 3203, None, None)"
"(31, 4253, None, None)"
"(32, 4096, None, None)"
"(32, 1388, None, None)"
"(32, 332, None, None)"
"(33, 342, None, None)"
"(33, 7655, None, None)"
"(33, 2832, None, None)"
"(34, 1910, None, None)"
"(34, 6324, None, None)"
"(34, 6654, None, None)"
"(35, 5695, None, None)"
"(35, 5168, None, None)"
"(35, 1910, None, None)"
"(36, 5319, None, None)"
"(36, 5825, None, None)"
"(36, 5006, None, None)"
"(37, 2320, None, None)"
"(37, 4308, None, None)"
"(37, 5298, None, None)"
"(38, 5298, None, None)"
"(38, 4717, None, None)"
"(38, 8021, None, None)"
