u,i1,i2,nl
0,,840,
1,,2499,
2,,6270,
3,,7449,
4,,5010,
5,,6270,
6,,840,
7,,6270,
8,,840,
9,,840,
10,,5319,
11,,840,
12,,6270,
13,,840,
14,,6270,
15,,840,
16,,3203,
17,,1168,
18,,840,
19,,3203,
20,,6335,
21,,6270,
22,,6270,
23,,840,
24,,5006,
25,,332,
26,,6270,
27,,840,
28,,840,
29,,6270,
30,,6270,
31,,6270,
32,,6906,
33,,6270,
34,,6270,
35,,6270,
36,,6270,
37,,332,
38,,6270,
39,,5006,
40,,6270,
41,,7655,
42,,840,
43,,2683,
44,,840,
45,,6270,
46,,7655,
47,,5010,
48,,6270,
49,,840,
50,,3203,
51,,7655,
52,,5006,
53,,7655,
54,,5010,
55,,6335,
56,,335,
57,,840,
58,,840,
59,,6270,
60,,6270,
61,,5010,
62,,5010,
63,,5010,
64,,2499,
65,,7655,
66,,6270,
67,,5319,
68,,2499,
69,,800,
70,,840,
71,,800,
72,,5010,
73,,5006,
74,,6270,
75,,6906,
76,,6270,
77,,335,
78,,3203,
79,,6270,
80,,3203,
81,,840,
82,,4253,
83,,6270,
84,,840,
85,,7655,
86,,840,
87,,6270,
88,,6270,
89,,5006,
90,,6270,
91,,7655,
92,,6270,
93,,6270,
94,,2809,
95,,2499,
96,,5010,
97,,6335,
98,,7655,
99,,5010,
100,,332,
101,,2499,
102,,6270,
103,,1511,
104,,840,
105,,6906,
106,,6270,
107,,6906,
108,,3217,
109,,5006,
110,,335,
111,,2499,
112,,332,
113,,840,
114,,6270,
115,,5010,
116,,5010,
117,,5010,
118,,840,
119,,5010,
120,,6906,
121,,3203,
122,,5010,
123,,5010,
124,,3184,
125,,6270,
126,,6270,
127,,840,
128,,4253,
129,,840,
130,,1093,
131,,6270,
132,,7655,
133,,6270,
134,,2499,
135,,5006,
136,,840,
137,,3203,
138,,5006,
139,,6906,
140,,2499,
141,,4623,
142,,840,
143,,3217,
144,,6270,
145,,6270,
146,,4717,
147,,6270,
148,,6270,
149,,6270,
150,,5010,
151,,4717,
152,,6906,
153,,6270,
154,,5006,
155,,6270,
156,,3203,
157,,2499,
158,,6270,
159,,5180,
160,,6270,
161,,2499,
162,,840,
163,,6270,
164,,1910,
165,,7655,
166,,840,
167,,6270,
168,,7655,
169,,7655,
170,,2683,
171,,5319,
172,,63,
173,,840,
174,,840,
175,,3184,
176,,4717,
177,,7655,
178,,840,
179,,3184,
180,,6270,
181,,840,
182,,840,
183,,5010,
184,,335,
185,,840,
186,,6270,
187,,2499,
188,,7655,
189,,5319,
190,,1168,
191,,5010,
192,,5010,
193,,2856,
194,,840,
195,,6270,
196,,2499,
197,,840,
198,,6270,
199,,840,
200,,840,
201,,6270,
202,,6270,
203,,840,
204,,840,
205,,6270,
206,,6270,
207,,5010,
208,,6276,
209,,5010,
210,,5006,
211,,5006,
212,,7655,
213,,840,
214,,6270,
215,,5010,
216,,840,
217,,6270,
218,,5010,
219,,5010,
220,,3203,
221,,2683,
222,,6270,
223,,6270,
224,,6270,
225,,5010,
226,,2499,
227,,6270,
228,,6270,
229,,6270,
230,,6270,
231,,3203,
232,,5010,
233,,6270,
234,,5006,
235,,1168,
236,,6696,
237,,5006,
238,,5006,
239,,7655,
240,,5006,
241,,5168,
242,,63,
243,,1168,
244,,800,
245,,6276,
246,,5006,
247,,2683,
248,,2683,
249,,6906,
250,,6270,
251,,6270,
252,,6270,
253,,840,
254,,840,
255,,840,
256,,6270,
257,,6270,
258,,6270,
259,,2499,
260,,5006,
261,,6270,
262,,332,
263,,7655,
264,,6906,
265,,7655,
266,,3184,
267,,7449,
268,,5006,
269,,6270,
270,,840,
271,,4717,
272,,2499,
273,,6270,
274,,5010,
275,,5695,
276,,2499,
277,,840,
278,,5006,
279,,6906,
280,,6270,
281,,5006,
282,,5010,
283,,2499,
284,,6906,
285,,6270,
286,,6270,
287,,6270,
288,,5010,
289,,6270,
290,,5010,
291,,4717,
292,,6270,
293,,5010,
294,,6270,
295,,6276,
296,,3184,
297,,5010,
298,,6270,
299,,6270,
300,,6270,
301,,5006,
302,,6270,
303,,5010,
304,,840,
305,,5319,
306,,2499,
307,,2499,
308,,840,
309,,6270,
310,,5006,
311,,6270,
312,,840,
313,,840,
314,,6270,
315,,5010,
316,,6270,
317,,5010,
318,,6270,
319,,63,
320,,3203,
321,,3184,
322,,2499,
323,,5010,
324,,2499,
325,,4717,
326,,6906,
327,,5010,
328,,6335,
329,,840,
330,,4717,
331,,6270,
332,,6270,
333,,6270,
334,,840,
335,,2499,
336,,840,
337,,6906,
338,,6906,
339,,6270,
340,,6906,
341,,840,
342,,1168,
343,,2499,
344,,6270,
345,,332,
346,,2499,
347,,2683,
348,,63,
349,,4253,
350,,800,
351,,840,
352,,2499,
353,,5010,
354,,6270,
355,,5006,
356,,7655,
357,,335,
358,,5010,
359,,4717,
360,,840,
361,,840,
362,,840,
363,,5010,
364,,6270,
365,,840,
366,,6270,
367,,840,
368,,6270,
369,,6276,
370,,6270,
371,,6270,
372,,5010,
373,,2683,
374,,840,
375,,5010,
376,,6906,
377,,1910,
378,,6270,
379,,6270,
380,,800,
381,,2499,
382,,5006,
383,,6270,
384,,335,
385,,6270,
386,,2499,
387,,6270,
388,,840,
389,,2499,
390,,6270,
391,,6270,
392,,6270,
393,,6270,
394,,6270,
395,,7655,
396,,2499,
397,,6270,
398,,6270,
399,,2499,
400,,6270,
401,,5319,
402,,2499,
403,,6270,
404,,5010,
405,,6270,
406,,6270,
407,,6270,
408,,6270,
409,,6270,
410,,6270,
411,,6270,
412,,6270,
413,,2499,
414,,6270,
415,,6270,
416,,840,
417,,5006,
418,,6270,
419,,6270,
420,,4717,
421,,6270,
422,,6270,
423,,3203,
424,,5319,
425,,6270,
426,,4717,
427,,6270,
428,,6270,
429,,6270,
430,,6270,
431,,6270,
432,,6270,
433,,6270,
434,,840,
435,,6270,
436,,6270,
437,,6270,
438,,6270,
439,,840,
440,,6270,
441,,840,
442,,6906,
443,,6270,
444,,6270,
445,,6270,
446,,6270,
447,,2499,
448,,6270,
449,,6270,
450,,6270,
451,,6270,
452,,7655,
453,,4623,
454,,2499,
455,,800,
456,,800,
457,,5010,
458,,7655,
459,,840,
460,,840,
461,,5319,
462,,3184,
463,,5319,
464,,6270,
465,,6270,
466,,840,
467,,840,
468,,6270,
469,,6270,
470,,2683,
471,,6270,
472,,2499,
473,,4717,
474,,6270,
475,,6270,
476,,840,
477,,840,
478,,6270,
479,,3203,
480,,800,
481,,6335,
482,,6270,
483,,4717,
484,,5006,
485,,3203,
486,,840,
487,,6906,
488,,840,
489,,6906,
490,,6270,
491,,5010,
492,,5010,
493,,5010,
494,,5010,
495,,5010,
496,,590,
497,,6906,
498,,7655,
499,,3203,
500,,5006,
501,,5010,
502,,5010,
503,,800,
504,,800,
505,,840,
506,,335,
507,,6270,
508,,2499,
509,,840,
510,,840,
511,,3203,
512,,3203,
513,,840,
514,,3203,
515,,800,
516,,2499,
517,,2499,
518,,840,
519,,4717,
520,,7655,
521,,840,
522,,840,
523,,840,
524,,840,
525,,2499,
526,,2499,
527,,840,
528,,840,
529,,4717,
530,,6270,
531,,840,
532,,3203,
533,,800,
534,,6270,
535,,2683,
536,,840,
537,,840,
538,,840,
539,,840,
540,,840,
541,,5010,
542,,5010,
543,,2499,
544,,840,
545,,840,
546,,1093,
547,,840,
548,,2499,
549,,840,
550,,840,
551,,63,
552,,63,
553,,6270,
554,,6270,
555,,840,
556,,6270,
557,,840,
558,,6270,
559,,6270,
560,,5180,
561,,5006,
562,,6270,
563,,2499,
564,,332,
565,,6270,
566,,840,
567,,840,
568,,6270,
569,,6906,
570,,5006,
571,,6270,
572,,2499,
573,,5006,
574,,5006,
575,,6270,
576,,840,
577,,6270,
578,,5006,
579,,6270,
580,,6270,
581,,840,
582,,6270,
583,,6270,
584,,4717,
585,,840,
586,,6270,
587,,6906,
588,,6270,
589,,5010,
590,,840,
591,,5010,
592,,6270,
593,,5010,
594,,5010,
595,,6270,
596,,5010,
597,,2499,
598,,6906,
599,,5010,
600,,840,
601,,6270,
602,,6270,
603,,6270,
604,,5319,
605,,6270,
606,,2499,
607,,6270,
608,,2499,
609,,840,
610,,5010,
611,,6270,
612,,6270,
613,,840,
614,,840,
615,,840,
616,,6270,
617,,6270,
618,,6270,
619,,800,
620,,840,
621,,840,
622,,840,
623,,6906,
624,,5319,
625,,840,
626,,840,
627,,800,
628,,840,
629,,1168,
630,,3184,
631,,6270,
632,,7655,
633,,5006,
634,,840,
635,,840,
636,,840,
637,,840,
638,,840,
639,,6270,
640,,6906,
641,,2499,
642,,6270,
643,,6270,
644,,2499,
645,,2499,
646,,5010,
647,,6270,
648,,840,
649,,6270,
650,,6270,
651,,3184,
652,,840,
653,,840,
654,,6270,
655,,5010,
656,,6270,
657,,5010,
658,,5010,
659,,5010,
660,,6270,
661,,6270,
662,,5010,
663,,3203,
664,,6270,
665,,6270,
666,,6270,
667,,2499,
668,,6270,
669,,6270,
670,,5010,
671,,5010,
672,,6270,
673,,5319,
674,,6270,
675,,840,
676,,6906,
677,,840,
678,,840,
679,,5010,
680,,6906,
681,,840,
682,,6270,
683,,6270,
684,,6270,
685,,2683,
686,,6270,
687,,6270,
688,,6270,
689,,2499,
690,,6270,
691,,6270,
692,,6270,
693,,840,
694,,6270,
695,,6270,
696,,840,
697,,2499,
698,,840,
699,,4717,
700,,5010,
701,,5010,
702,,6270,
703,,840,
704,,6906,
705,,2499,
706,,6270,
707,,6270,
708,,2499,
709,,2499,
710,,7655,
711,,4717,
712,,840,
713,,7655,
714,,6270,
715,,6270,
716,,2499,
717,,5006,
718,,840,
719,,5006,
720,,840,
721,,840,
722,,6270,
723,,5006,
724,,3203,
725,,5010,
726,,5010,
727,,3184,
728,,4253,
729,,6270,
730,,6270,
731,,6270,
732,,6270,
733,,6270,
734,,800,
735,,3203,
736,,6276,
737,,840,
738,,5010,
739,,6270,
740,,6270,
741,,840,
742,,2499,
743,,63,
744,,5006,
745,,5006,
746,,840,
747,,840,
748,,6270,
749,,840,
750,,6906,
751,,5006,
752,,2499,
753,,840,
754,,5006,
755,,5010,
756,,6270,
757,,840,
758,,840,
759,,6270,
760,,2499,
761,,840,
762,,2499,
763,,6270,
764,,840,
765,,6270,
766,,5010,
767,,840,
768,,840,
769,,6270,
770,,5010,
771,,840,
772,,6270,
773,,2499,
774,,6270,
775,,800,
776,,840,
777,,5006,
778,,7655,
779,,6270,
780,,7655,
781,,6270,
782,,840,
783,,6270,
784,,6270,
785,,6270,
786,,840,
787,,6270,
788,,2499,
789,,6270,
790,,5010,
791,,6270,
792,,6906,
793,,6270,
794,,2499,
795,,840,
796,,6906,
797,,6270,
798,,6270,
799,,6270,
800,,840,
801,,6270,
802,,6270,
803,,2499,
804,,6270,
805,,6270,
806,,6270,
807,,5010,
808,,6270,
809,,6270,
810,,6270,
811,,6270,
812,,5010,
813,,6270,
814,,840,
815,,840,
816,,2499,
817,,6270,
818,,840,
819,,6906,
820,,840,
821,,6270,
822,,6270,
823,,5010,
824,,332,
825,,840,
826,,840,
827,,2499,
828,,6335,
829,,6276,
830,,5010,
831,,800,
832,,2683,
833,,4717,
834,,840,
835,,6270,
836,,2499,
837,,6270,
838,,6270,
839,,6270,
840,,6270,
841,,2499,
842,,5006,
843,,6270,
844,,6270,
845,,2499,
846,,6335,
847,,6270,
848,,5006,
849,,6270,
850,,6270,
851,,5006,
852,,5006,
853,,5006,
854,,2499,
855,,6270,
856,,3203,
857,,5006,
858,,5006,
859,,6270,
860,,3203,
861,,5006,
862,,6270,
863,,5010,
864,,6270,
865,,6906,
866,,6270,
867,,6270,
868,,6270,
869,,6270,
870,,2499,
871,,6270,
872,,6270,
873,,6270,
874,,5006,
875,,2499,
876,,6270,
877,,2499,
878,,6270,
879,,6270,
880,,5006,
881,,2499,
882,,6270,
883,,6270,
884,,840,
885,,5010,
886,,6270,
887,,6906,
888,,3203,
889,,6270,
890,,6270,
891,,6270,
892,,2499,
893,,840,
894,,6906,
895,,6270,
896,,6270,
897,,6270,
898,,6270,
899,,5006,
900,,3184,
901,,800,
902,,800,
903,,3184,
904,,6906,
905,,3203,
906,,5006,
907,,800,
908,,4717,
909,,2683,
910,,6270,
911,,6270,
912,,6270,
913,,6270,
914,,5010,
