,0,1,2,3,4,5,6,7,8,9,i1,i2,hl,nl
0,228,2320,1522,296,4493,2848,4836,2203,3738,3092,,840,,
1,647,4814,2848,125,2280,361,4573,945,4757,1715,,2499,,
2,297,4961,3271,2949,1913,4954,361,4096,4382,1458,,6270,,
3,4446,866,297,786,2549,1357,4894,193,3182,3732,,7449,,
4,239,4895,2949,4847,4783,4665,3083,2274,1246,2616,,5010,,
5,361,3282,4573,55,2504,411,2203,191,3510,3063,,6270,,
6,3510,4477,2355,80,145,4396,827,130,1945,3212,,840,,
7,1730,4757,3955,266,1921,1605,2255,3421,1088,0,,6270,,
8,1740,3510,772,276,2355,27,2773,505,359,3047,,840,,
9,266,276,4194,4757,1732,4546,789,3343,1749,1860,,840,,
10,3335,2499,1611,1184,4183,4043,4698,284,2545,4807,,5319,,
11,1479,3885,416,1373,505,4847,2274,2949,6,4290,,840,,
12,1252,1722,276,361,239,2178,116,3421,2970,1673,,6270,,
13,923,228,193,3217,459,4105,4844,395,297,920,,840,,
14,2274,1879,361,553,2970,1740,3459,1611,2996,3810,,6270,,
15,1984,4735,2274,266,21,276,2355,145,505,2970,,840,,
16,2549,3732,1443,80,3078,945,3097,112,4069,2536,,3203,,
17,1252,4270,772,416,361,397,3423,1087,3083,581,,1168,,
18,1605,2280,2639,4926,989,3537,1860,3799,2949,2470,,840,,
19,112,3086,1618,2384,3212,4986,3881,3397,260,2848,,3203,,
20,648,2848,708,125,4128,2274,4793,4270,1879,2454,,6335,,
21,4829,4757,191,3232,3337,4752,1252,3459,4683,2784,,6270,,
22,4245,1278,361,2210,1921,4005,4990,2274,4290,519,,6270,,
23,4177,647,2549,4735,4894,4493,3217,4836,3102,2274,,840,,
24,647,4275,1758,2377,2280,4954,2274,4683,772,276,,5006,,
25,1684,4885,2274,1778,2633,3225,1129,2300,4239,786,,332,,
26,903,4814,1854,3019,4106,145,3820,3643,3466,3810,,6270,,
27,2536,276,4006,239,634,4698,3094,565,524,148,,840,,
28,3424,3078,4206,4194,361,56,1178,647,238,4005,,840,,
29,648,1854,3715,416,1048,4005,4106,145,4767,4098,,6270,,
30,3810,4245,37,2122,98,276,2021,30,1454,3564,,6270,,
31,1088,3888,4245,4683,361,145,421,157,837,1646,,6270,,
32,4446,4091,4177,1646,648,88,1728,1205,1053,181,,6906,,
33,3271,525,4722,2274,786,297,1218,740,1485,1252,,6270,,
34,4303,276,2304,308,1715,3510,1455,1091,4954,920,,6270,,
35,1854,44,1618,297,3352,3259,2256,3078,1733,4398,,6270,,
36,4177,1646,4894,4842,2274,2996,3244,945,3602,448,,6270,,
37,3823,740,4091,4177,812,2,647,1252,357,908,,332,,
38,740,1252,2274,960,416,4005,145,527,82,4501,,6270,,
39,1822,3685,69,3483,276,56,4568,4190,3355,2317,,5006,,
40,361,4106,4527,1091,920,2843,1752,4907,740,2218,,6270,,
41,4091,2,647,1252,903,1646,4814,866,297,437,,7655,,
42,4665,361,567,2970,2536,4778,157,1715,3966,2703,,840,,
43,0,4446,4783,740,4177,3300,812,647,1653,1252,,2683,,
44,2750,4642,361,308,4245,127,708,2232,14,1373,,840,,
45,4177,1740,3314,279,361,4444,1162,2945,127,3055,,6270,,
46,3198,2899,145,1611,1778,391,3791,1617,125,1369,,7655,,
47,4446,1984,1646,648,2549,193,1755,2458,2280,3102,,5010,,
48,3314,2610,112,69,127,457,1646,827,228,3820,,6270,,
49,4642,2970,2773,2639,4926,495,3337,1618,4091,361,,840,,
50,820,2294,2970,740,255,983,4680,4683,1359,301,,3203,,
51,1984,679,193,9,3676,2949,2608,3238,4675,2342,,7655,,
52,397,3225,3282,2274,1984,3888,4501,4206,2688,3939,,5006,,
53,2480,2536,4757,4390,3813,4642,3083,3966,2639,4661,,7655,,
54,2283,266,4642,2470,3535,2051,151,1007,1196,3102,,5010,,
55,4778,708,391,2300,99,2639,555,3685,3974,248,,6335,,
56,0,4446,4783,740,4091,4177,2,647,1653,1252,,335,,
57,2251,4783,3510,193,1984,1178,2238,434,3713,4143,,840,,
58,4894,193,708,2949,3888,674,1443,1404,2355,361,,840,,
59,2274,3083,1149,203,3078,562,2773,1879,4140,361,,6270,,
60,268,2656,416,137,3939,2304,1879,874,4847,1774,,6270,,
61,740,2256,1131,2342,2274,1455,3335,4642,4573,2773,,5010,,
62,740,1362,3341,416,3226,925,3519,2681,2616,2854,,5010,,
63,725,828,66,2522,361,2773,1209,1711,193,2274,,5010,,
64,4573,4836,4106,1129,4005,3510,3198,3005,3335,3174,,2499,,
65,885,3012,2949,455,3459,484,3575,704,4870,1087,,7655,,
66,151,416,2288,27,145,2949,1091,4683,112,740,,6270,,
67,740,4827,647,1984,4945,679,1357,4894,3704,555,,5319,,
68,647,4642,1601,2029,361,811,12,3078,3282,1571,,2499,,
69,983,976,4814,4894,3955,181,2280,3510,4683,2227,,800,,
70,4091,647,193,125,3885,181,2274,2639,4642,24,,840,,
71,4446,4177,647,1252,983,4026,297,193,3201,555,,800,,
72,4783,740,4091,4177,647,983,976,4814,866,297,,5010,,
73,647,1984,648,1357,6,2949,2280,18,4124,268,,5006,,
74,1740,279,276,4573,4106,112,3661,2143,4645,1475,,6270,,
75,740,983,1646,2342,4683,3314,4352,793,361,4005,,6906,,
76,4005,646,4245,655,723,397,1485,4091,2820,341,,6270,,
77,903,786,708,1205,4665,4760,4128,2274,2599,2200,,335,,
78,4091,908,4932,4491,708,238,1602,2949,1306,2256,,3203,,
80,740,908,4493,3185,3814,4760,1406,181,4954,2342,,3203,,
81,4783,361,4396,56,1921,1522,4656,882,4738,2355,,840,,
82,4446,4783,740,3300,647,4810,2756,3551,983,4814,,4253,,
83,397,3282,3083,3483,4096,945,145,827,3798,3509,,6270,,
84,2714,1178,3102,2086,193,3048,4194,3330,2139,4995,,840,,
85,4894,4270,3198,4290,1630,2714,2820,516,989,2549,,7655,,
86,4457,2430,3102,4836,2549,2848,882,176,4206,2851,,840,,
87,740,3413,648,1921,3057,416,2408,361,4720,3497,,6270,,
88,740,4814,1057,2210,3078,2681,2991,1671,203,56,,6270,,
89,740,1252,1357,6,4836,1736,3510,98,4642,276,,5006,,
90,3652,794,2970,72,3670,648,772,112,3459,3928,,6270,,
91,2347,4091,1926,2178,268,2949,1091,1722,3479,125,,7655,,
92,3102,361,4005,4194,116,621,4683,457,1764,1774,,6270,,
93,1646,2663,2988,276,2750,1125,4683,989,1740,4005,,6270,,
94,4446,4783,4091,4177,812,4827,647,1252,357,903,,2809,,
95,4446,4783,740,647,983,1022,437,3182,3217,1728,,2499,,
96,647,4026,297,1601,193,708,3741,2256,4722,4270,,5010,,
97,4446,4783,740,4091,647,357,1984,2756,983,4814,,6335,,
98,4270,1091,1918,4635,2970,1261,2436,648,3024,4218,,7655,,
99,647,3813,1646,3939,193,4629,2949,181,2280,4842,,5010,,
100,4783,4091,3551,1646,4945,2549,708,238,1053,3955,,332,,
101,4245,674,803,2536,1970,240,1578,2848,1074,4025,,2499,,
102,740,4177,2949,815,3083,268,3459,112,225,4757,,6270,,
103,740,1252,357,1984,4814,866,297,786,4945,4482,,1511,,
104,2949,1715,1522,1836,2274,1550,4457,3885,1479,882,,840,,
105,2105,1137,1774,3939,303,2970,2756,4950,145,3335,,6906,,
106,723,1809,4961,740,127,3452,203,4475,182,2656,,6270,,
107,4446,740,4091,297,679,4390,9,4634,3955,3883,,6906,,
108,1118,4446,4783,740,4091,4177,3300,4827,647,1653,,3217,,
109,4446,4783,4177,2,1984,1646,3037,648,4945,2549,,5006,,
110,740,647,1646,4932,2342,3510,18,3900,4683,3905,,335,,
111,4783,740,1605,4918,1602,2280,4096,772,4642,361,,2499,,
112,2377,4270,708,2198,1149,3704,145,297,3102,2250,,332,,
113,4783,1984,193,2739,1740,3102,1854,4337,361,3424,,840,,
114,2274,2610,3459,1464,2731,127,4245,3078,960,2829,,6270,,
115,4177,361,617,2773,3364,2509,4239,2681,1715,4961,,5010,,
116,740,4642,4698,80,397,145,3322,112,2610,2368,,5010,,
117,648,1854,1970,2315,4302,3805,193,2610,80,163,,5010,,
118,2549,3432,1485,428,3594,505,1921,1443,3237,2155,,840,,
119,1496,4302,361,4642,2083,3355,2210,2970,4787,4091,,5010,,
120,2549,4382,3403,1093,3335,3216,158,4005,945,989,,6906,,
121,4446,2756,3165,3685,2912,3510,4642,2162,4005,489,,3203,,
122,4446,4783,740,647,297,1755,4207,416,4642,1681,,5010,,
123,740,2194,2970,4349,2784,3413,1618,510,1337,4064,,5010,,
124,648,2549,708,4665,3888,3102,1253,3198,2454,956,,3184,,
125,3182,3510,3035,2773,740,3078,361,3282,276,3459,,6270,,
126,1592,2949,1751,2248,2136,105,4989,107,740,4645,,6270,,
127,1252,983,866,2105,4382,3102,3048,4245,3198,4143,,840,,
128,1118,4446,740,4091,4177,3300,4827,2,647,1653,,4253,,
129,1157,4005,1926,1270,4327,3491,804,2750,3391,3472,,840,,
130,4783,4091,4177,3300,4827,2,647,357,983,3813,,1093,,
131,3027,1181,2773,3510,343,3522,3966,288,3823,1860,,6270,,
132,4091,647,1984,3551,1646,297,1690,2549,1601,679,,7655,,
133,276,4890,1214,3421,4589,112,416,1074,114,1088,,6270,,
134,2274,3431,3479,953,2536,2833,361,2796,397,1184,,2499,,
135,740,4177,3300,647,1653,1984,908,4026,437,4482,,5006,,
136,740,484,2377,2355,27,3078,2970,4642,361,4342,,840,,
137,740,4177,647,4945,2549,4932,3732,238,3165,2949,,3203,,
138,4090,2274,2083,3944,647,2633,2890,1087,4839,4106,,5006,,
139,1304,112,4446,2549,4814,4645,4926,2904,416,4651,,6906,,
140,4783,2608,3048,4691,266,4831,754,361,4005,352,,2499,,
141,4783,740,4091,4177,4827,647,1653,1252,2756,983,,4623,,
142,740,786,3189,2274,3078,239,2829,577,1007,1431,,840,,
143,4783,4091,647,1646,4814,866,3732,1728,708,125,,3217,,
144,56,740,4245,2666,268,4758,2267,648,3459,1994,,6270,,
145,85,4683,4142,2970,1764,3452,4436,239,4847,1994,,6270,,
146,4783,4091,647,983,1646,976,866,2549,324,193,,4717,,
147,276,361,3652,4910,2260,4590,4005,2970,2470,2274,,6270,,
148,416,138,145,4005,3917,3480,553,2885,1244,2274,,6270,,
149,2949,2784,649,923,1091,4106,3863,507,176,3459,,6270,,
150,361,4245,2204,4683,459,4985,397,2122,3561,3204,,5010,,
151,4783,740,4091,1653,1646,4026,4814,648,1690,2848,,4717,,
152,2639,4532,4337,2533,2681,3557,2342,2798,2970,4854,,6906,,
153,542,1464,495,44,112,4106,391,4005,2876,2135,,6270,,
154,647,648,2549,4894,4918,708,125,238,3885,1758,,5006,,
155,4894,2949,3083,682,203,1172,1074,137,986,4501,,6270,,
156,1879,4005,3164,1630,3241,2501,3330,165,1952,508,,3203,,
157,647,2155,361,33,112,240,2300,609,1074,4954,,2499,,
158,4091,648,1601,2083,4234,4683,4106,1611,652,46,,6270,,
159,1089,2549,4493,2820,1343,3397,4738,3510,18,276,,5180,,
160,2274,3083,2970,3370,4683,4691,4758,66,827,3336,,6270,,
161,4091,2549,2848,4894,193,125,2949,1711,3238,784,,2499,,
162,4177,3813,4814,3037,297,437,2549,2848,193,4493,,840,,
163,2377,276,827,4649,3459,3421,2462,4043,184,945,,6270,,
164,4091,4128,2639,3019,27,2194,4098,3003,989,4318,,1910,,
165,3459,276,648,3480,1091,4047,1023,4493,2996,2549,,7655,,
166,4783,4091,193,2280,2274,1854,2210,2355,361,1074,,840,,
167,740,1244,1281,1646,4005,4683,95,3510,361,645,,6270,,
168,740,4177,3510,3198,416,4926,276,361,4005,4098,,7655,,
169,117,740,2210,4814,2872,882,1646,109,2377,976,,7655,,
170,740,2756,895,1321,303,145,284,4717,4396,4177,,2683,,
171,740,4827,647,1984,4026,4814,767,648,2549,1357,,5319,,
172,1118,4446,740,4091,3300,2,647,1653,903,908,,63,,
173,647,1252,2816,1740,2274,42,116,4245,1631,1921,,840,,
174,4270,2830,923,145,4284,4126,4105,4829,1569,4986,,840,,
175,4005,2854,3314,3551,2274,3506,3164,4177,2342,3438,,3184,,
176,1118,4446,4783,740,4177,2,647,1252,903,3551,,4717,,
177,740,4091,4827,2,647,357,1984,2756,908,3551,,7655,,
178,990,2988,4642,4615,4830,2549,4131,3198,1287,740,,840,,
179,0,740,4177,3300,647,1252,2756,1646,976,648,,3184,,
180,112,4274,428,4475,3226,4360,2632,4489,2949,1809,,6270,,
181,193,2639,1270,647,2251,3262,953,69,2849,403,,840,,
182,4352,2139,4001,3343,4106,882,4680,6,3955,145,,840,,
183,1611,4961,2280,1952,4645,708,1983,630,1592,4252,,5010,,
184,1252,1646,338,2280,1740,3102,2274,4245,1278,3510,,335,,
185,3510,2256,2320,287,4642,112,3138,388,301,3097,,840,,
187,4941,2468,4642,85,2280,2747,1752,416,896,4025,,2499,,
188,740,4091,4177,647,3551,983,4814,297,1089,648,,7655,,
189,4642,2820,1774,4561,4091,740,2086,4902,27,3811,,5319,,
190,4783,740,4091,4177,3300,1252,1984,2756,1646,4814,,1168,,
191,112,2342,276,4064,4506,4177,648,2610,3185,3237,,5010,,
192,740,4177,908,708,125,3676,605,3885,828,2912,,5010,,
193,4783,4091,647,3813,297,437,1601,193,708,125,,2856,,
194,708,3102,4096,2639,4106,1857,3183,85,4091,4642,,840,,
195,145,4680,1646,1592,3078,1218,106,2392,2509,1252,,6270,,
196,2549,522,1983,647,505,2342,2678,3814,2319,4005,,2499,,
197,145,3198,4247,4532,112,2086,1007,4642,772,4106,,840,,
198,740,4722,2274,1048,66,4005,145,44,3211,1485,,6270,,
199,740,4177,983,2549,193,2820,3143,3217,1567,708,,840,,
200,4128,1933,4303,248,688,989,4247,4284,4098,1278,,840,,
201,339,2274,921,4131,71,3078,145,4894,4457,4294,,6270,,
203,2274,4635,3198,145,2606,4698,3189,1287,157,324,,840,,
204,2949,740,2970,4642,2610,416,4193,1984,3503,3072,,840,,
205,1740,145,4680,1951,2536,3154,2988,3102,182,654,,6270,,
206,740,297,2377,98,361,145,3366,397,1611,815,,6270,,
207,647,3103,1129,3290,4683,4390,240,361,1200,1303,,5010,,
208,4783,4091,4177,2,647,903,3551,1646,4814,297,,6276,,
209,112,276,193,4493,1646,1922,4084,827,4652,300,,5010,,
210,112,2522,3198,213,3856,3971,2949,4302,740,1911,,5006,,
211,4783,740,4177,647,1252,1984,2756,908,1646,866,,5006,,
212,4446,4091,648,2549,6,3732,3623,3217,125,2608,,7655,,
213,2158,2274,2639,3078,181,125,1516,2988,1605,2088,,840,,
215,2280,361,14,225,1636,4683,2256,986,145,4106,,5010,,
216,4642,708,740,145,4072,621,4501,866,4074,2029,,840,,
217,303,3282,827,1946,4803,1196,127,1449,3234,2320,,6270,,
218,3810,1711,4642,3564,3971,4411,1751,2949,4469,2730,,5010,,
219,647,1646,555,4245,2210,4642,3591,361,3409,80,,5010,,
220,1306,3225,145,3282,4384,4963,4658,4446,647,2274,,3203,,
221,2342,1778,276,2536,647,116,361,268,3497,708,,2683,,
222,4140,2663,1088,4961,1252,4501,2666,112,3403,1048,,6270,,
224,2274,112,953,2522,2102,4867,4131,2970,1485,4740,,6270,,
225,740,193,3057,2280,2274,18,1854,1879,772,3335,,5010,,
226,4783,4091,4177,1252,4814,437,2848,1601,193,1755,,2499,,
227,361,575,145,527,2504,3221,114,4514,2135,2975,,6270,,
228,1774,4216,1048,3498,416,56,740,4337,2359,3102,,6270,,
229,740,815,4270,4005,145,3109,218,593,3063,507,,6270,,
230,4091,4675,4128,4303,4683,2200,4005,2178,1611,4098,,6270,,
231,2256,2280,72,827,3881,4791,2178,1945,3201,2274,,3203,,
232,4177,647,866,2949,2280,2274,3403,416,98,4642,,5010,,
233,3820,151,246,416,1088,3081,772,4286,1211,4218,,6270,,
234,4783,1653,1252,1605,1567,125,2949,3814,548,2646,,5006,,
235,4446,4783,4091,4177,3300,903,983,4026,297,648,,1168,,
236,4446,4783,740,4177,2,647,2756,983,1646,866,,6696,,
237,4783,2756,3551,1022,2848,5,4493,125,1053,1711,,5006,,
238,3459,4446,3564,3355,4642,4562,2342,4481,186,1024,,5006,,
239,4446,647,2816,238,2949,2739,4836,2377,2280,4722,,7655,,
240,4783,740,647,1252,1646,866,648,2848,1601,324,,5006,,
241,4783,4091,1984,983,2549,2820,3217,4270,4453,4642,,5168,,
242,740,647,983,4814,1089,2816,2549,2848,1601,3939,,63,,
243,437,193,3057,3102,2639,276,361,1748,3375,3164,,1168,,
244,983,297,648,3238,4675,2256,4382,1740,2274,4245,,800,,
245,1646,1178,3763,4446,268,284,218,4961,255,4642,,6276,,
246,647,976,1605,708,2280,586,1740,3685,2291,3335,,5006,,
247,740,2773,4239,2251,4988,3122,4270,2022,1281,2232,,2683,,
248,4446,4091,297,648,4782,2549,193,9,2949,2608,,2683,,
249,2639,361,4005,2773,3459,4193,2970,3509,4940,593,,6906,,
250,112,361,3046,1809,945,276,3131,544,4968,60,,6270,,
253,647,297,786,484,708,181,2280,1404,361,2356,,840,,
254,4954,3510,4740,4001,2714,989,3216,2586,4645,4989,,840,,
255,647,2280,4642,112,621,2704,3424,567,3198,203,,840,,
256,127,148,1418,3083,4091,3670,2949,2989,772,3210,,6270,,
257,3510,3949,4105,2288,654,1269,496,3391,3153,648,,6270,,
258,4177,786,2274,361,303,553,34,1611,2970,1667,,6270,,
259,647,181,2280,2663,4245,4270,3421,4573,527,3660,,2499,,
260,708,2021,4018,647,366,4716,508,704,4126,3078,,5006,,
261,416,289,1538,3083,2799,3917,2389,477,1048,145,,6270,,
262,4783,740,1653,3551,866,786,2549,2848,4894,88,,332,,
263,647,3551,1601,2949,4836,2280,2155,1736,2912,3510,,7655,,
264,908,4894,1711,4742,4128,3888,3685,3048,4480,3335,,6906,,
265,983,193,125,181,3888,3102,3735,4270,4475,465,,7655,,
266,18,2280,2179,320,303,1493,3372,98,3609,2890,,3184,,
267,740,4177,647,2848,1357,3939,193,1128,125,3676,,7449,,
268,4783,3238,4836,1088,4245,532,416,2409,1287,882,,5006,,
269,3459,3888,4501,4847,4106,4091,2274,3378,827,2773,,6270,,
270,925,3609,4954,3767,159,3715,4847,4752,361,4245,,840,,
271,4446,4783,4814,648,4894,193,4275,839,4836,181,,4717,,
272,4177,2274,647,389,361,127,1029,4140,2352,1074,,2499,,
273,740,4270,3282,1406,4671,3314,3078,3122,2572,483,,6270,,
274,740,4177,647,4814,3037,866,786,648,2549,88,,5010,,
275,4446,4783,740,4091,4177,4827,2756,648,4782,2848,,5695,,
276,4783,4091,1646,2342,4005,2610,1667,3537,416,2639,,2499,,
277,4814,2848,193,9,125,3057,4128,2274,2912,416,,840,,
278,740,37,772,1604,45,945,2890,935,2452,1252,,5006,,
279,3459,1663,2516,126,4005,4270,2639,1646,239,4826,,6906,,
280,953,1854,1684,3011,3078,4126,2522,1091,3431,923,,6270,,
281,4177,647,1252,866,2218,4735,4372,4854,708,2949,,5006,,
282,193,708,1711,4245,18,4270,416,2830,4642,3078,,5010,,
283,238,2949,495,192,1522,2113,4640,3576,4839,4474,,2499,,
284,648,3652,240,3055,3063,276,1089,3885,2639,3182,,6906,,
285,4177,361,2773,4294,4964,2831,391,3498,4501,3914,,6270,,
286,4177,1202,2444,827,261,591,3237,34,1516,4577,,6270,,
287,679,2970,2444,4961,1809,303,633,1715,2632,4722,,6270,,
288,4270,145,960,4105,708,882,276,827,2549,14,,5010,,
289,3885,3763,361,1774,495,2394,4245,2232,416,14,,6270,,
290,740,647,983,193,4493,708,125,3955,2105,839,,5010,,
291,4642,3105,3652,4839,647,3314,4446,116,294,1698,,4717,,
292,4128,4683,3282,1601,3125,361,3432,827,3953,285,,6270,,
293,4446,4783,740,4091,4177,647,1984,2756,767,786,,5010,,
